7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,4,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,4,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,4,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,4,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,4,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,4,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,4,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,0,1,1,1,1,1,2,-1,7
7,3,-1,-1,-1,-1,-1,5,-1,7
7,6,-1,-1,-1,-1,-1,4,4,7
7,3,4,-1,-1,-1,-1,4,4,7
7,6,4,4,4,4,4,7,7,7
7,6,4,4,4,4,7,11,-1,7
7,6,4,4,4,4,8,-1,-1,7
7,9,10,10,4,10,11,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,7,-1,-1,-1,-1,-1,-1,-1,7
7,4,4,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,4,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,4,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,4,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,4,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,4,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,4,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,4,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,4,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,4,-1,7
7,4,4,4,4,4,4,4,4,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,4,-1,-1,-1,-1,-1,-1,-1,7
7,4,4,4,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,4,-1,7
7,-1,-1,-1,-1,-1,4,-1,-1,7
7,-1,-1,-1,-1,4,-1,-1,-1,7
7,-1,-1,-1,4,-1,-1,-1,-1,7
7,-1,-1,4,-1,-1,-1,-1,-1,7
7,4,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,4,4,4,4,4,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,4,-1,-1,4,4,4,-1,7
7,-1,-1,-1,-1,-1,4,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,4,-1,4,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,4,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,4,-1,7
7,-1,-1,-1,-1,4,4,-1,-1,7
7,-1,-1,4,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,4,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,-1,-1,-1,-1,-1,-1,-1,-1,7
7,7,7,7,7,7,7,7,7,7
